cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,w_c_ratio,w_b_ratio,cement_aggregate_ratio
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212,0.9,0.9,0.1
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584,0.57,0.57,0.18
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464,0.75,0.51,0.14
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.97100212,0.57,0.57,0.21
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856,0.31,0.31,0.32
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,0.72,0.33,0.09
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082,1.25,0.37,0.11
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868,0.36,0.3,0.27
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.6430514,0.72,0.4,0.12
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118,0.41,0.31,0.32
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888,0.47,0.47,0.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828,0.4,0.4,0.29
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728,0.59,0.42,0.17
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499092,1.02,0.41,0.11
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332,0.78,0.78,0.14
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104,0.57,0.39,0.19
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364,1.0,0.4,0.13
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.619079644,0.59,0.39,0.2
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796,0.96,0.38,0.11
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.281965768,1.11,0.66,0.1
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902,1.37,0.55,0.07
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956,0.36,0.36,0.3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,0.41,0.29,0.22
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372,0.85,0.56,0.13
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008,1.0,0.4,0.13
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496,0.51,0.51,0.21
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005616,0.37,0.25,0.23
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.49488404,0.43,0.3,0.21
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056,0.96,0.48,0.16
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496,0.4,0.4,0.29
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,0.41,0.33,0.22
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956,1.66,0.66,0.07
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273424,0.65,0.37,0.18
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468,0.57,0.39,0.19
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796,1.25,0.65,0.09
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.76507868,0.36,0.3,0.27
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024,0.55,0.55,0.19
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064,1.25,0.65,0.08
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846972,0.88,0.35,0.13
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812,0.85,0.56,0.13
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072,0.4,0.4,0.29
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836,0.61,0.43,0.17
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014688,1.37,0.55,0.07
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168,0.67,0.4,0.17
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476,1.01,0.42,0.1
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152,1.11,0.5,0.09
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072,0.78,0.31,0.15
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908,1.36,0.36,0.08
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644,0.64,0.48,0.18
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,0.85,0.54,0.12
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932,0.5,0.33,0.2
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404,0.67,0.67,0.17
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69039536,1.3,0.49,0.09
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004,1.27,0.48,0.08
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778,0.48,0.48,0.22
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922,1.25,0.57,0.09
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,0.85,0.51,0.1
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.296075096,0.97,0.58,0.11
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256,0.58,0.58,0.18
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852,0.73,0.73,0.13
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.265488324,0.57,0.41,0.19
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226932,0.57,0.39,0.19
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616,0.69,0.69,0.15
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668,0.63,0.63,0.16
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865264,0.58,0.58,0.19
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788,0.62,0.62,0.17
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892,1.44,0.58,0.08
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,0.38,0.3,0.29
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58281716,0.49,0.49,0.23
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804,0.58,0.58,0.18
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788,0.59,0.35,0.19
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888,0.99,0.53,0.09
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.4888342847293,0.43,0.33,0.31
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216,0.6,0.48,0.25
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284,0.97,0.58,0.11
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728,1.45,0.45,0.08
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352,0.63,0.63,0.16
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902,1.31,0.51,0.09
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,0.85,0.51,0.1
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856,0.67,0.6,0.21
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.611855104,1.22,0.4,0.09
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732,0.85,0.54,0.12
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612,0.41,0.31,0.22
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956,0.49,0.49,0.21
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762,0.57,0.57,0.21
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208,0.93,0.49,0.1
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288,0.77,0.52,0.14
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403,0.81,0.49,0.14
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.64760796,0.42,0.29,0.25
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324,0.49,0.49,0.21
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468,0.41,0.31,0.19
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,0.52,0.33,0.2
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,0.62,0.62,0.17
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996,0.36,0.3,0.27
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.377003588,1.22,0.49,0.09
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,0.37,0.3,0.22
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.3955337152707,0.63,0.41,0.17
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664,1.1,0.41,0.1
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,0.86,0.6,0.17
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428,0.62,0.62,0.17
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648,0.75,0.6,0.19
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,0.51,0.3,0.16
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106,0.67,0.6,0.21
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732,0.41,0.31,0.22
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648,0.28,0.28,0.27
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,0.85,0.59,0.12
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684,0.48,0.48,0.22
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,0.85,0.51,0.1
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.73540112,1.25,0.65,0.09
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104,0.55,0.55,0.19
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232,0.96,0.48,0.16
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642,1.47,0.57,0.08
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962,0.58,0.4,0.15
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892,0.4,0.4,0.29
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536,1.22,0.49,0.1
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312012,0.62,0.62,0.17
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316,0.94,0.47,0.09
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708,0.67,0.4,0.17
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288,0.75,0.54,0.14
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627,0.58,0.58,0.18
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232,1.05,0.41,0.1
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584,0.75,0.41,0.12
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,0.75,0.49,0.13
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352,0.36,0.36,0.3
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.22532884,1.69,0.55,0.09
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764,0.75,0.49,0.13
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448,1.1,0.41,0.09
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,0.85,0.51,0.1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,0.52,0.33,0.2
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524,0.58,0.58,0.18
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288,0.34,0.34,0.28
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972,0.96,0.58,0.11
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804,0.63,0.63,0.16
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956,0.7,0.52,0.18
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354004,0.65,0.37,0.17
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,0.85,0.54,0.12
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.692254024,1.2,0.6,0.12
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904,0.66,0.66,0.15
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.0113857152707,0.42,0.31,0.26
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012,0.59,0.42,0.16
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.066249704,1.17,0.47,0.09
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844,0.55,0.55,0.19
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084,0.85,0.56,0.13
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.32693164,1.2,0.6,0.12
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,0.58,0.42,0.13
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04124872,0.58,0.58,0.19
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224,0.34,0.34,0.31
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,0.34,0.27,0.2
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732,0.54,0.37,0.18
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204,0.53,0.48,0.28
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104,0.81,0.49,0.15
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068,1.43,0.54,0.1
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304,0.49,0.49,0.21
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664,0.67,0.4,0.19
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.726068264,1.33,0.42,0.09
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,0.85,0.6,0.13
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058,0.69,0.39,0.17
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168,1.0,0.4,0.13
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.0046422847293,0.42,0.31,0.27
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668,0.36,0.3,0.27
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.86524252,0.54,0.39,0.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928,0.4,0.4,0.29
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084,0.75,0.54,0.14
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958,1.38,0.55,0.08
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848,1.06,0.41,0.09
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276,0.75,0.51,0.14
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568,0.73,0.55,0.16
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28088668,0.33,0.33,0.3
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652,0.49,0.49,0.23
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748,0.59,0.42,0.17
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432,0.58,0.58,0.18
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,0.57,0.3,0.2
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76389952,1.11,0.51,0.09
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,0.51,0.3,0.16
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548,0.58,0.39,0.13
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168,0.88,0.53,0.1
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,0.38,0.3,0.29
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.45897128,0.54,0.4,0.18
